Last_Three_Digits,Date,Month,Years,First_Price,Last_Two_Digits_Upper,Three_Digits_Upper,Last_Two_Digits_Under,Datetime,day_of_week,weekday_name
673 796 694 526,1,3,2539,304855,55,855,72,1996-03-01,4,ศุกร์
760 664 443 945,16,2,2539,681455,55,455,49,1996-02-16,4,ศุกร์
977 664 428 779,1,2,2539,256556,56,556,26,1996-02-01,3,พฤหัสบดี
906 705 549 994,16,1,2539,318302,2,302,21,1996-01-16,1,อังคาร
882 444 661 971,30,12,2538,327686,86,686,4,1995-12-30,5,เสาร์
748 456 145 928,16,12,2538,952808,8,808,68,1995-12-16,5,เสาร์
732 540 639 064,1,12,2538,714426,26,426,74,1995-12-01,4,ศุกร์
516 427 387 073,16,11,2538,239422,22,422,85,1995-11-16,3,พฤหัสบดี
078 883 776 756,1,11,2538,282069,69,69,7,1995-11-01,2,พุธ
962 564 194 393,16,10,2538,322154,54,154,86,1995-10-16,0,จันทร์
924 192 716 233,1,10,2538,317092,92,92,76,1995-10-01,6,อาทิตย์
139 819 088 296,16,9,2538,876454,54,454,51,1995-09-16,5,เสาร์
558 297 582 802,1,9,2538,620837,37,837,83,1995-09-01,4,ศุกร์
693 872 255 644,16,8,2538,265333,33,333,51,1995-08-16,2,พุธ
235 455 618 342,1,8,2538,464819,19,819,59,1995-08-01,1,อังคาร
070 274 669 293,16,7,2538,248122,22,122,96,1995-07-16,6,อาทิตย์
571 085 303 758,1,7,2538,939901,1,901,19,1995-07-01,5,เสาร์
428 940 667 879,16,6,2538,46698,98,698,82,1995-06-16,4,ศุกร์
678 785 507 393,1,6,2538,105615,15,615,17,1995-06-01,3,พฤหัสบดี
374 735 168 688,17,5,2538,220381,81,381,55,1995-05-17,2,พุธ
460 597 511 488,2,5,2538,504692,92,692,88,1995-05-02,1,อังคาร
304 886 268 273,16,4,2538,53581,81,581,99,1995-04-16,6,อาทิตย์
560 968 681 376,1,4,2538,427039,39,39,6,1995-04-01,5,เสาร์
254 926 674 978,16,3,2538,646847,47,847,67,1995-03-16,3,พฤหัสบดี
225 044 091 220,1,3,2538,411454,54,454,71,1995-03-01,2,พุธ
034 019 022 152,16,2,2538,869070,70,70,95,1995-02-16,3,พฤหัสบดี
828 597 462 126,1,2,2538,198162,62,162,48,1995-02-01,2,พุธ
195 087 805 574,16,1,2538,922388,88,388,40,1995-01-16,0,จันทร์
186 667 253 002,30,12,2537,6284069,69,69,90,1994-12-30,4,ศุกร์
798 713 339 744,16,12,2537,5100040,40,40,50,1994-12-16,4,ศุกร์
654 129 766 544,1,12,2537,6832681,81,681,2,1994-12-01,3,พฤหัสบดี
342 923 448 043,16,11,2537,6095849,49,849,82,1994-11-16,2,พุธ
504 902 225 816,1,11,2537,1676779,79,779,76,1994-11-01,1,อังคาร
110 365 096 840,16,10,2537,7583048,48,48,79,1994-10-16,6,อาทิตย์
165 294 428 024,1,10,2537,7128442,42,442,23,1994-10-01,5,เสาร์
623 251 229 243,16,9,2537,4781931,31,931,88,1994-09-16,4,ศุกร์
046 255 164 886,1,9,2537,6220893,93,893,67,1994-09-01,3,พฤหัสบดี
891 718 949 701,16,8,2537,6504760,60,760,28,1994-08-16,1,อังคาร
303 724 897 677,1,8,2537,3114057,57,57,85,1994-08-01,0,จันทร์
396 149 026 758,16,7,2537,5962891,91,891,74,1994-07-16,5,เสาร์
424 686 628 622,1,7,2537,6568267,67,267,39,1994-07-01,4,ศุกร์
372 902 868 445,16,6,2537,1947355,55,355,53,1994-06-16,3,พฤหัสบดี
302 583 524 669,1,6,2537,3560804,4,804,17,1994-06-01,2,พุธ
474 564 989 164,16,5,2537,2071764,64,764,29,1994-05-16,0,จันทร์
093 544 535 746,2,5,2537,3072877,77,877,69,1994-05-02,0,จันทร์
535 317 170 521,16,4,2537,7893913,13,913,21,1994-04-16,5,เสาร์
785 982 151 594,1,4,2537,4269815,15,815,29,1994-04-01,4,ศุกร์
675 035 704 868,16,3,2537,1723336,36,336,19,1994-03-16,2,พุธ
382 166 515 185,1,3,2537,3373731,31,731,41,1994-03-01,1,อังคาร
082 631 008 820,16,2,2537,7679044,44,44,76,1994-02-16,2,พุธ
943 520 753 486,1,2,2537,5984685,85,685,5,1994-02-01,1,อังคาร
173 746 268 396,16,1,2537,4791270,70,270,23,1994-01-16,6,อาทิตย์
873 237 845 708,30,12,2536,2669189,89,189,72,1993-12-30,3,พฤหัสบดี
874 902 069 037,16,12,2536,4043500,0,500,69,1993-12-16,3,พฤหัสบดี
646 156 478 253,1,12,2536,3670638,38,638,98,1993-12-01,2,พุธ
294 139 959 608,16,11,2536,7515123,23,123,82,1993-11-16,1,อังคาร
410 507 184 112,1,11,2536,3908940,40,940,94,1993-11-01,0,จันทร์
701 103 895 626,16,10,2536,7611764,64,764,58,1993-10-16,5,เสาร์
254 216 684 566,1,10,2536,3415973,73,973,26,1993-10-01,4,ศุกร์
489 401 928 682,16,9,2536,4286755,55,755,11,1993-09-16,3,พฤหัสบดี
296 963 890 504,1,9,2536,2812096,96,96,0,1993-09-01,2,พุธ
738 227 181 218,16,8,2536,4088644,44,644,86,1993-08-16,0,จันทร์
030 260 200 033,1,8,2536,4137744,44,744,6,1993-08-01,6,อาทิตย์
273 778 446 905,16,7,2536,5686061,61,61,21,1993-07-16,4,ศุกร์
865 873 702 818,1,7,2536,3820203,3,203,29,1993-07-01,3,พฤหัสบดี
729 189 206 213,16,6,2536,2119871,71,871,39,1993-06-16,2,พุธ
146 955 961 223,1,6,2536,3488477,77,477,61,1993-06-01,1,อังคาร
813 645 011 815,16,5,2536,1633983,83,983,53,1993-05-16,6,อาทิตย์
109 740 812 606,2,5,2536,7749508,8,508,99,1993-05-02,6,อาทิตย์
532 916 661 783,16,4,2536,5632018,18,18,9,1993-04-16,4,ศุกร์
265 995 970 200,1,4,2536,5825558,58,558,89,1993-04-01,3,พฤหัสบดี
859 255 060 217,16,3,2536,7680699,99,699,98,1993-03-16,1,อังคาร
554 547 731 509,1,3,2536,4006281,81,281,19,1993-03-01,0,จันทร์
449 968 065 492,16,2,2536,7549455,55,455,41,1993-02-16,1,อังคาร
165 031 850 034,1,2,2536,7459337,37,337,21,1993-02-01,0,จันทร์
171 767 507 986,16,1,2536,5423816,16,816,25,1993-01-16,5,เสาร์
419 335 947 620,30,12,2535,6662150,50,150,23,1992-12-30,2,พุธ
510 563 810 795,16,12,2535,4826531,31,531,92,1992-12-16,2,พุธ
945 601 383 851,1,12,2535,7120927,27,927,65,1992-12-01,1,อังคาร
019 406 153 063,16,11,2535,3685682,82,682,45,1992-11-16,0,จันทร์
223 632 049 295,1,11,2535,6267821,21,821,35,1992-11-01,6,อาทิตย์
879 263 789 046,16,10,2535,3576993,93,993,79,1992-10-16,4,ศุกร์
412 312 037 964,1,10,2535,6379578,78,578,71,1992-10-01,3,พฤหัสบดี
752 765 654 300,16,9,2535,6874108,8,108,88,1992-09-16,2,พุธ
221 127 030 623,1,9,2535,1446615,15,615,68,1992-09-01,1,อังคาร
060 307 125 056,16,8,2535,6234607,7,607,91,1992-08-16,6,อาทิตย์
978 251 422 151,1,8,2535,6697778,78,778,86,1992-08-01,5,เสาร์
712 935 593 575,16,7,2535,7954430,30,430,87,1992-07-16,3,พฤหัสบดี
492 324 756 339,1,7,2535,5119968,68,968,56,1992-07-01,2,พุธ
999 813 561 702,16,6,2535,5569432,32,432,92,1992-06-16,1,อังคาร
392 880 914 221,1,6,2535,5184191,91,191,29,1992-06-01,0,จันทร์
169 351 245 729,16,5,2535,2827496,96,496,59,1992-05-16,5,เสาร์
333 738 246 890,2,5,2535,5765397,97,397,86,1992-05-02,5,เสาร์
079 444 732 104,16,4,2535,2699374,74,374,10,1992-04-16,3,พฤหัสบดี
836 662 139 325,1,4,2535,2244704,4,704,3,1992-04-01,2,พุธ
624 863 013 242,16,3,2535,1218353,53,353,48,1992-03-16,0,จันทร์
004 578 543 737,1,3,2535,7291524,24,524,60,1992-03-01,6,อาทิตย์
870 902 024 231,16,2,2535,1868701,1,701,94,1992-02-16,6,อาทิตย์
641 849 349 599,1,2,2535,5986924,24,924,63,1992-02-01,5,เสาร์
936 952 683 944,16,1,2535,1149428,28,428,18,1992-01-16,3,พฤหัสบดี
034 543 672 132,30,12,2534,3208301,1,301,76,1991-12-30,0,จันทร์
318 087 182 917,16,12,2534,7241436,36,436,88,1991-12-16,0,จันทร์
613 667 717 597,1,12,2534,1470741,41,741,5,1991-12-01,6,อาทิตย์
540 794 006 602,16,11,2534,4373528,28,528,8,1991-11-16,5,เสาร์
979 477 937 643,1,11,2534,7894285,85,285,78,1991-11-01,4,ศุกร์
516 537 183 272,16,10,2534,2078202,2,202,38,1991-10-16,2,พุธ
585 566 338 314,1,10,2534,2730444,44,444,96,1991-10-01,1,อังคาร
978 318 977 928,16,9,2534,4790449,49,449,18,1991-09-16,0,จันทร์
114 298 220 381,1,9,2534,6700430,30,430,49,1991-09-01,6,อาทิตย์
081 237 661 119,16,8,2534,3746551,51,551,89,1991-08-16,4,ศุกร์
845 377 044 182,1,8,2534,6580541,41,541,11,1991-08-01,3,พฤหัสบดี
459 509 753 947,16,7,2534,1671946,46,946,62,1991-07-16,1,อังคาร
822 846 951 882,1,7,2534,4441724,24,724,58,1991-07-01,0,จันทร์
771 134 196 766,16,6,2534,5364632,32,632,91,1991-06-16,6,อาทิตย์
370 785 761 268,1,6,2534,2496376,76,376,77,1991-06-01,5,เสาร์
318 303 485 804,16,5,2534,2532303,3,303,63,1991-05-16,3,พฤหัสบดี
931 269 688 802,2,5,2534,4222124,24,124,63,1991-05-02,3,พฤหัสบดี
536 296 630 836,16,4,2534,4824037,37,37,57,1991-04-16,1,อังคาร
565 711 970 206,1,4,2534,1606864,64,864,3,1991-04-01,0,จันทร์
819 416 103 008,16,3,2534,5891641,41,641,59,1991-03-16,5,เสาร์
540 715 527 866,1,3,2534,4598076,76,76,72,1991-03-01,4,ศุกร์
950 783 676 928,16,2,2534,3223780,80,780,33,1991-02-16,5,เสาร์
992 658 242 596,1,2,2534,5396496,96,496,75,1991-02-01,4,ศุกร์
079 455 458 087,16,1,2534,5328736,36,736,29,1991-01-16,2,พุธ
649 645 225 388,30,12,2533,2190949,49,949,5,1990-12-30,6,อาทิตย์
516 367 330 962,16,12,2533,4407799,99,799,21,1990-12-16,6,อาทิตย์
708 359 171 238,1,12,2533,4771944,44,944,88,1990-12-01,5,เสาร์
237 586 692 444,16,11,2533,1226536,36,536,6,1990-11-16,4,ศุกร์
426 020 721 050,1,11,2533,4380230,30,230,82,1990-11-01,3,พฤหัสบดี
